Region,Council,Swim site,Date,Time,Enterococci (cfu/100mL),Water temperature (°C),Conductivity (µS/cm),Latitude,Longitude
Sydney City,Randwick City Council,Malabar Beach,28/5/2014,09:45:00,50,19,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/6/2014,10:36:00,12,19,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/6/2014,08:25:00,4,18,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,19/6/2014,09:25:00,4,17,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,26/6/2014,08:10:00,110,15,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/7/2014,11:23:00,33,17,54900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,8/7/2014,09:09:00,2,15,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,14/7/2014,10:10:00,2,16,55200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,18/7/2014,09:46:00,25,14,55000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,24/7/2014,09:11:00,4,16,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,1/8/2014,08:50:00,14,15,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/8/2014,11:45:00,31,17,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/8/2014,09:30:00,110,15,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/8/2014,09:58:00,12,16,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/8/2014,08:51:00,10,16,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/8/2014,08:55:00,67,17,53200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,2/9/2014,09:03:00,2,17,53800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,8/9/2014,11:03:00,44,17,53300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,12/9/2014,08:30:00,2,16,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,18/9/2014,08:51:00,2,16,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,24/9/2014,08:44:00,9,18,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,30/9/2014,08:44:00,4,18,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,8/10/2014,07:28:00,160,17,52100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/10/2014,08:05:00,11,16,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/10/2014,08:46:00,8,17,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,25/10/2014,09:14:00,200,19,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,2/11/2014,10:17:00,7,17,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/11/2014,08:08:00,0,19,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,18/11/2014,08:55:00,19,20,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,26/11/2014,09:10:00,12,21,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,4/12/2014,08:08:00,990,20,53800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,13/12/2014,10:41:00,7,20,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,19/12/2014,08:15:00,17,20,52400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,28/12/2014,08:33:00,10,21,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/1/2015,08:18:00,570,21,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/1/2015,11:05:00,10,24,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/1/2015,07:37:00,110,737,53800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,29/1/2015,07:15:00,8,20,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,6/2/2015,10:30:00,61,23,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,14/2/2015,11:22:00,16,25,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/2/2015,10:11:00,8,23,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/2/2015,10:20:00,2,23,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/3/2015,07:08:00,24,21,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/3/2015,10:44:00,45,23,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,17/3/2015,10:09:00,6,21,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,25/3/2015,11:09:00,31,22,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,1/4/2015,10:17:00,50,22,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/4/2015,08:34:00,10,20,53400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,17/4/2015,07:44:00,900,20,53500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/4/2015,07:30:00,21,19,52500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/5/2015,11:23:00,4,20,52400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/5/2015,08:00:00,40,17,52700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,17/5/2015,09:20:00,15,18,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/5/2015,11:40:00,190,18,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/5/2015,11:06:00,0,18,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/6/2015,08:45:00,45,17,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/6/2015,11:45:00,2,18,54900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/6/2015,08:36:00,12,17,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,20/6/2015,10:55:00,12,17,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,26/6/2015,09:00:00,4,17,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,2/7/2015,06:59:00,78,14,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,8/7/2015,08:16:00,28,15,49300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/7/2015,11:00:00,10,16,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/7/2015,08:25:00,8,15,52100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/7/2015,08:19:00,6,14,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,31/7/2015,08:43:00,13,15,54900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,7/8/2015,08:38:00,8,14,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,14/8/2015,08:24:00,39,16,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,19/8/2015,08:03:00,7,16,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,25/8/2015,09:57:00,19,17,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,31/8/2015,10:12:00,13,16,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,4/9/2015,08:35:00,110,17,51400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/9/2015,08:40:00,7,18,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,17/9/2015,08:40:00,6,17,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,23/9/2015,07:02:00,120,16,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,29/9/2015,08:24:00,36,18,53400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,6/10/2015,06:47:00,7,18,55000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,12/10/2015,10:50:00,18,20,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,18/10/2015,08:13:00,12,19,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,24/10/2015,10:40:00,4,20,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,30/10/2015,10:05:00,120,20,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/11/2015,07:15:00,11,18,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/11/2015,08:15:00,82,20,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,17/11/2015,10:17:00,4,20,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,23/11/2015,08:55:00,58,21,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,29/11/2015,09:45:00,140,20,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/12/2015,07:36:00,4,20,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/12/2015,08:00:00,360,21,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,17/12/2015,07:19:00,100,19,52800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/12/2015,07:38:00,180,19,53400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,29/12/2015,07:30:00,8,19,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,4/1/2016,07:50:00,3,20,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/1/2016,08:50:00,31,22,53500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/1/2016,12:17:00,3,21,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/1/2016,10:18:00,170,24,53100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,28/1/2016,09:15:00,5,22,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/2/2016,08:34:00,6,23,52700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/2/2016,08:48:00,70,23,53500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/2/2016,07:28:00,0,22,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/2/2016,07:58:00,34,24,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/2/2016,09:30:00,9,22,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,4/3/2016,08:45:00,11,22,53700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/3/2016,10:40:00,180,21,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/3/2016,09:20:00,190,21,53000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/3/2016,10:20:00,40,22,53400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,29/3/2016,10:15:00,25,22,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,4/4/2016,10:35:00,750,22,50200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,8/4/2016,08:27:00,95,20,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/4/2016,09:37:00,19,21,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,20/4/2016,10:05:00,2,22,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,28/4/2016,08:24:00,24,20,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,4/5/2016,08:41:00,86,19,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/5/2016,07:16:00,98,18,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,17/5/2016,09:25:00,2,20,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,23/5/2016,08:17:00,44,20,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/6/2016,11:15:00,1200,19,51500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/6/2016,08:45:00,51,18,53500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/6/2016,08:17:00,7,16,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,20/6/2016,08:25:00,290,17,53700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/6/2016,12:00:00,30,18,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/6/2016,09:17:00,11,17,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,23/6/2016,09:02:00,53,16,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,24/6/2016,09:35:00,26,16,54900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,28/6/2016,09:03:00,7,16,54900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/7/2016,08:52:00,190,17,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,8/7/2016,10:20:00,16,18,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/7/2016,10:45:00,1,17,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/7/2016,09:57:00,69,18,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/7/2016,06:43:00,17,15,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,2/8/2016,11:20:00,56,18,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/8/2016,11:10:00,1,18,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/8/2016,07:37:00,0,16,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,19/8/2016,08:50:00,15,18,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,26/8/2016,08:36:00,7,17,53700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,1/9/2016,10:55:00,4,18,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,7/9/2016,11:20:00,2,18,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,14/9/2016,09:00:00,10,17,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,20/9/2016,09:55:00,130,18,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,26/9/2016,10:50:00,0,19,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,30/9/2016,10:30:00,6,18,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,12/10/2016,09:28:00,0,17,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,18/10/2016,08:55:00,9,17,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,25/10/2016,09:30:00,12,20,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,31/10/2016,10:14:00,22,19,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/11/2016,09:51:00,1,20,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/11/2016,09:51:00,7,20,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,17/11/2016,10:36:00,45,21,53100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,23/11/2016,08:33:00,1,21,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,30/11/2016,10:22:00,67,21,53100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/12/2016,09:00:00,9,23,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,12/12/2016,10:20:00,53,23,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/12/2016,09:30:00,1400,20,50700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/12/2016,10:16:00,3,21,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,29/12/2016,09:16:00,9,20,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/1/2017,08:39:00,0,21,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/1/2017,09:33:00,310,22,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,17/1/2017,10:20:00,7,22,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,23/1/2017,09:40:00,0,22,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,30/1/2017,08:44:00,30,23,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,4/2/2017,10:15:00,1,24,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/2/2017,09:35:00,11,23,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/2/2017,09:20:00,9,22,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/2/2017,09:23:00,2,21,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/2/2017,10:38:00,300,23,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/3/2017,10:55:00,230,25,51100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/3/2017,11:30:00,29,22,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/3/2017,08:45:00,2,21,52900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/3/2017,11:08:00,46,22,53800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,28/3/2017,09:06:00,900,22,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/4/2017,09:41:00,14,21,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,7/4/2017,10:45:00,27,23,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,13/4/2017,10:35:00,16,21,53500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/4/2017,10:55:00,4,21,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,28/4/2017,11:10:00,27,20,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,4/5/2017,07:57:00,25,19,53500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/5/2017,10:00:00,29,19,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/5/2017,07:38:00,26,18,54900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/5/2017,11:20:00,60,20,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,29/5/2017,11:19:00,50,18,54900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,1/6/2017,08:23:00,20,17,55100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,8/6/2017,11:55:00,60,19,52600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,14/6/2017,11:16:00,16,18,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,20/6/2017,08:56:00,110,18,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,26/6/2017,11:30:00,32,18,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,30/6/2017,10:27:00,11,17,55000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/7/2017,11:46:00,17,17,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,17/7/2017,09:00:00,12,14,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,24/7/2017,11:40:00,15,18,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,28/7/2017,08:18:00,33,16,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/8/2017,10:32:00,17,18,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/8/2017,10:35:00,11,17,54900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/8/2017,11:44:00,4,18,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/8/2017,10:58:00,2,18,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,29/8/2017,11:30:00,0,18,54600,-33.96436,151.252247
