Region,Council,Swim site,Date,Time,Enterococci (cfu/100mL),Water temperature (°C),Conductivity (µS/cm),Latitude,Longitude
Sydney City,Randwick City Council,Malabar Beach,1/9/2017,11:02:00,5,18,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,7/9/2017,09:38:00,3,17,54900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,13/9/2017,11:20:00,0,19,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,19/9/2017,10:47:00,0,18,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,25/9/2017,11:20:00,6,18,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,29/9/2017,07:49:00,0,17,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/10/2017,11:12:00,3,20,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/10/2017,10:43:00,10,19,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,17/10/2017,11:15:00,0,21,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,23/10/2017,08:53:00,10,18,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,25/10/2017,10:30:00,42,20,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/10/2017,10:35:00,170,19,52100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/11/2017,10:02:00,21,20,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/11/2017,10:08:00,4,20,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/11/2017,10:28:00,5,22,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/11/2017,07:41:00,32,18,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/11/2017,10:00:00,1,18,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,4/12/2017,11:06:00,180,16,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,8/12/2017,07:40:00,7,19,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,14/12/2017,11:10:00,21,22,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,20/12/2017,08:40:00,49,21,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,28/12/2017,09:40:00,1,22,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/1/2018,07:55:00,65,22,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/1/2018,09:50:00,110,23,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/1/2018,10:04:00,9,21,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,19/1/2018,09:45:00,27,22,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,25/1/2018,11:41:00,1,23,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,1/2/2018,10:40:00,50,22,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,7/2/2018,11:20:00,1,25,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,13/2/2018,10:16:00,320,25,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,19/2/2018,10:38:00,33,23,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,25/2/2018,10:30:00,6,21,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,2/3/2018,10:54:00,40,22,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,8/3/2018,11:02:00,1,23,53800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,14/3/2018,12:00:00,26,23,53000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,20/3/2018,12:05:00,17,25,53700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,26/3/2018,11:11:00,32,23,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/4/2018,09:59:00,130,22,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/4/2018,10:40:00,12,22,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/4/2018,08:07:00,260,21,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,20/4/2018,09:15:00,90,20,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/4/2018,08:08:00,9,20,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,2/5/2018,10:44:00,3,20,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,7/5/2018,09:08:00,16,19,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/5/2018,09:17:00,38,17,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,17/5/2018,10:10:00,10,18,55000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,23/5/2018,08:43:00,5,18,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,29/5/2018,10:56:00,12,19,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,4/6/2018,08:55:00,13,19,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,8/6/2018,08:48:00,10,18,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,14/6/2018,09:04:00,3,17,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/6/2018,09:10:00,14,17,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/6/2018,09:16:00,7,16,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,4/7/2018,10:30:00,22,16,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/7/2018,08:43:00,160,15,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/7/2018,08:50:00,3,15,55000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,20/7/2018,09:25:00,5,16,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,26/7/2018,09:28:00,4,15,55100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,1/8/2018,09:16:00,11,16,54900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,8/8/2018,09:36:00,0,15,54900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,14/8/2018,10:36:00,42,17,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/8/2018,09:25:00,0,15,55000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,24/8/2018,09:18:00,10,16,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,30/8/2018,10:25:00,9,16,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/9/2018,08:56:00,17,15,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,12/9/2018,10:33:00,24,18,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,19/9/2018,09:23:00,3,17,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,24/9/2018,08:48:00,40,16,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,28/9/2018,11:29:00,52,19,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/10/2018,08:50:00,54,17,53300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/10/2018,09:06:00,6,17,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/10/2018,09:27:00,3,20,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,23/10/2018,09:40:00,15,19,53400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,29/10/2018,10:21:00,43,19,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/11/2018,08:36:00,120,19,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/11/2018,10:28:00,20,20,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/11/2018,10:10:00,3,18,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/11/2018,09:20:00,,20,53500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,29/11/2018,11:48:00,12,20,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,4/12/2018,10:13:00,12,21,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/12/2018,10:55:00,13,22,53800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,17/12/2018,10:15:00,2,21,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/12/2018,08:50:00,550,20,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,28/12/2018,08:25:00,7,20,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,4/1/2019,08:48:00,34,21,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/1/2019,08:50:00,23,21,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,18/1/2019,08:50:00,330,23,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,25/1/2019,09:05:00,10,23,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,7/2/2019,09:24:00,34,23,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,13/2/2019,08:30:00,6,19,54900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,18/2/2019,09:05:00,280,22,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/2/2019,10:24:00,55,21,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,1/3/2019,08:41:00,71,23,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,7/3/2019,10:31:00,98,21,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,14/3/2019,10:22:00,960,22,50800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,19/3/2019,08:35:00,110,22,53200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,26/3/2019,10:36:00,12,21,53000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,1/4/2019,08:43:00,200,19,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/4/2019,10:05:00,8,19,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,17/4/2019,08:48:00,140,21,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,24/4/2019,10:20:00,3,22,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,30/4/2019,08:50:00,28,20,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,6/5/2019,08:35:00,40,19,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/5/2019,10:30:00,36,19,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,17/5/2019,10:02:00,9,20,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,23/5/2019,09:05:00,20,21,53800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/6/2019,11:07:00,28,18,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/6/2019,09:06:00,9,18,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,14/6/2019,09:10:00,14,18,53300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,20/6/2019,09:37:00,6,16,55000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,26/6/2019,08:50:00,77,17,52800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/7/2019,09:20:00,12,16,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/7/2019,11:28:00,2,17,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/7/2019,09:10:00,9,15,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,25/7/2019,10:25:00,4,15,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,31/7/2019,08:41:00,20,15,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,13/8/2019,10:05:00,150,16,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/8/2019,10:47:00,1,17,53200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/8/2019,10:30:00,7,17,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,29/8/2019,09:35:00,4,16,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,4/9/2019,10:39:00,30,19,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/9/2019,09:48:00,4,16,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/9/2019,09:30:00,0,18,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,20/9/2019,11:10:00,5,19,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,26/9/2019,10:21:00,3,20,53700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,2/10/2019,10:18:00,10,20,53800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/10/2019,09:10:00,3,17,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/10/2019,12:20:00,4,21,53800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/10/2019,10:10:00,0,20,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,1/11/2019,11:00:00,0,20,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,6/11/2019,10:42:00,0,19,53800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,13/11/2019,08:53:00,55,17,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,19/11/2019,11:20:00,3,22,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,25/11/2019,11:51:00,3,21,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/12/2019,08:38:00,0,18,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,12/12/2019,09:25:00,94,20,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,19/12/2019,09:50:00,9,23,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,7/1/2020,09:45:00,2,21,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,14/1/2020,12:40:00,21,24,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,20/1/2020,08:50:00,6,22,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,24/1/2020,08:15:00,250,21,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,30/1/2020,10:30:00,3,25,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/2/2020,10:15:00,10,22,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/2/2020,11:40:00,74,21,52500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/2/2020,11:00:00,7,24,50800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/2/2020,10:10:00,16,22,53200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/3/2020,11:38:00,61,21,52800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,20/3/2020,10:30:00,4,22,53800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/4/2020,12:15:00,6,21,53700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,23/4/2020,09:20:00,38,19,55500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,29/4/2020,08:45:00,11,21,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,4/5/2020,09:25:00,81,17,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,8/5/2020,09:42:00,8,20,55100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/5/2020,08:06:00,3,18,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/5/2020,11:10:00,16,18,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/5/2020,07:30:00,0,18,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,2/6/2020,07:40:00,23,16,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/6/2020,09:33:00,35,17,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/6/2020,10:40:00,5,17,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,19/6/2020,09:20:00,1,17,53200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,25/6/2020,10:05:00,35,16,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,2/7/2020,10:46:00,2,18,53100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,8/7/2020,11:40:00,1,17,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,14/7/2020,11:10:00,85,16,54700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,20/7/2020,08:35:00,2,16,54900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,24/7/2020,11:10:00,0,17,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,31/7/2020,10:06:00,1,17,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,6/8/2020,10:16:00,1,15,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,12/8/2020,11:10:00,0,17,52400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,18/8/2020,10:00:00,2,17,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,24/8/2020,10:41:00,1,17,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,31/8/2020,08:57:00,3,16,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,4/9/2020,11:00:00,65,16,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/9/2020,11:50:00,62,18,53100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/9/2020,08:47:00,3,19,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/9/2020,10:51:00,12,20,53400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,28/9/2020,11:07:00,1,19,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,2/10/2020,11:15:00,1,20,52800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/10/2020,10:50:00,0,18,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/10/2020,10:45:00,5,21,52800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/10/2020,08:59:00,2,19,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/10/2020,09:24:00,24,17,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/11/2020,10:39:00,43,20,52600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,6/11/2020,09:05:00,17,16,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,13/11/2020,08:16:00,36,20,53800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,19/11/2020,10:02:00,5,21,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,25/11/2020,11:25:00,0,24,52000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/12/2020,11:48:00,13,23,53500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,8/12/2020,10:29:00,0,20,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/12/2020,09:52:00,120,20,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,23/12/2020,10:36:00,3,22,53500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,29/12/2020,09:24:00,260,20,53100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/1/2021,09:26:00,3,22,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/1/2021,11:13:00,11,26,52500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/1/2021,10:55:00,250,24,52800,-33.96436,151.252247
