Region,Council,Swim site,Date,Time,Enterococci (cfu/100mL),Water temperature (°C),Conductivity (µS/cm),Latitude,Longitude
Sydney City,Randwick City Council,Malabar Beach,21/1/2021,11:07:00,2,23,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,28/1/2021,08:18:00,480,20,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/2/2021,09:40:00,15,21,53500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/2/2021,10:59:00,5,23,52600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/2/2021,08:28:00,1,20,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,19/2/2021,08:18:00,43,22,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,24/2/2021,10:36:00,13,21,52400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/3/2021,09:34:00,,21,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/3/2021,10:08:00,14,20,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,18/3/2021,09:25:00,17,20,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,26/3/2021,07:57:00,37,17,48000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,1/4/2021,10:08:00,1,22,52300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/4/2021,07:36:00,20,22,52000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/4/2021,10:32:00,0,22,53100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,20/4/2021,10:02:00,6,20,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/4/2021,09:28:00,5,20,52400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/5/2021,10:55:00,1,21,51700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/5/2021,08:12:00,1,19,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,14/5/2021,09:47:00,28,18,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,26/5/2021,09:34:00,3,18,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,2/6/2021,08:37:00,15,16,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,8/6/2021,11:06:00,2,16,56000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/6/2021,10:22:00,35,17,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/6/2021,08:05:00,16,17,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,24/6/2021,08:54:00,3,17,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,2/7/2021,10:51:00,16,18,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,7/7/2021,09:07:00,0,16,55000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,13/7/2021,09:23:00,2,16,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/7/2021,07:48:00,5,15,55100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,26/7/2021,09:42:00,4,16,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,30/7/2021,11:11:00,0,16,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/8/2021,08:52:00,3,16,51800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/8/2021,09:06:00,5,17,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,17/8/2021,08:46:00,1,15,55000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,23/8/2021,11:01:00,1,19,53300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/8/2021,10:42:00,10,18,50500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,2/9/2021,09:41:00,6,18,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/9/2021,08:03:00,6,15,55000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/9/2021,10:27:00,72,17,50900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/9/2021,08:11:00,30,16,55500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/9/2021,08:48:00,0,17,53800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,1/10/2021,08:51:00,0,18,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,7/10/2021,08:30:00,15,16,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,13/10/2021,09:52:00,12,19,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,19/10/2021,10:28:00,17,21,55128,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,25/10/2021,09:10:00,4,19,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,1/11/2021,08:27:00,0,18,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/11/2021,10:06:00,5,20,51500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,17/11/2021,09:15:00,35,19,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,23/11/2021,08:33:00,7,19,53400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/12/2021,09:11:00,11,21,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/12/2021,09:34:00,6,21,53500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/12/2021,08:16:00,17,23,51800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/12/2021,09:33:00,130,24,51800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,29/12/2021,08:02:00,2,21,58300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,4/1/2022,07:57:00,11,22,53500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/1/2022,08:00:00,4,21,53700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,14/1/2022,07:18:00,34,22,53700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,20/1/2022,08:07:00,15,20,49300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/1/2022,08:52:00,0,20,51600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,2/2/2022,08:15:00,120,19,52100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,8/2/2022,07:46:00,37,22,53400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,14/2/2022,09:26:00,6,24,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,18/2/2022,08:19:00,37,23,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,28/2/2022,07:35:00,180,23,51000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/3/2022,09:01:00,900,21,51400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/3/2022,09:21:00,15,22,50600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/3/2022,10:01:00,8,23,47700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/3/2022,10:32:00,15,23,49400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,25/3/2022,10:21:00,22,22,51100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,31/3/2022,10:55:00,26,22,51200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,6/4/2022,09:10:00,84,20,49900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,12/4/2022,08:30:00,1,22,51300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,20/4/2022,09:49:00,11,21,52500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,26/4/2022,09:37:00,16,20,52500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,2/5/2022,09:30:00,11,18,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,6/5/2022,08:19:00,15,18,53500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,12/5/2022,08:19:00,36,20,52600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,18/5/2022,07:50:00,240,14,58500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,24/5/2022,08:30:00,25,19,52000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,30/5/2022,08:36:00,8,19,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,6/6/2022,09:23:00,0,17,53000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/6/2022,09:11:00,1,17,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/6/2022,08:03:00,7,17,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/6/2022,09:38:00,42,16,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,28/6/2022,10:42:00,0,18,,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/7/2022,07:39:00,96,,,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/7/2022,09:11:00,13,16,53100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/7/2022,08:14:00,2,15,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/7/2022,08:51:00,,17,53400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/7/2022,10:17:00,300,17,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,2/8/2022,09:33:00,0,16,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,8/8/2022,08:08:00,0,15,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/8/2022,09:14:00,12,16,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,19/8/2022,08:08:00,1,16,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,25/8/2022,10:47:00,0,17,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,31/8/2022,09:52:00,6,,,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,6/9/2022,10:02:00,2,16,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,13/9/2022,09:22:00,23,16,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,19/9/2022,09:10:00,0,17,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,23/9/2022,08:26:00,18,17,53800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,29/9/2022,09:00:00,40,17,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/10/2022,09:47:00,8,17,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,12/10/2022,08:50:00,7,,,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,18/10/2022,08:39:00,0,18,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,24/10/2022,08:05:00,310,18,53000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,1/11/2022,09:20:00,0,18,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,4/11/2022,08:25:00,0,18,53700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/11/2022,09:00:00,19,19,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/11/2022,08:11:00,1,17,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/11/2022,08:03:00,350,16,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,30/11/2022,10:05:00,0,20,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/12/2022,08:05:00,37,19,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/12/2022,07:52:00,6,19,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/12/2022,07:48:00,0,18,54800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/12/2022,07:51:00,18,,,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,29/12/2022,08:08:00,4,21,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/1/2023,08:54:00,76,19,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/1/2023,08:04:00,1,23,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,17/1/2023,07:10:00,70,23,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,23/1/2023,10:23:00,210,23,53700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/1/2023,08:41:00,1,23,53800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,2/2/2023,08:15:00,22,23,53800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/2/2023,10:06:00,450,22,50700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/2/2023,09:13:00,5,23,53300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/2/2023,11:08:00,6,25,53200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,28/2/2023,08:03:00,5,23,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,6/3/2023,08:08:00,58,20,52400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/3/2023,07:58:00,0,22,51400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/3/2023,07:56:00,1,22,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,22/3/2023,08:23:00,5,21,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,28/3/2023,08:00:00,26,20,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/4/2023,08:10:00,,20,53300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,6/4/2023,08:39:00,14,21,53400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,13/4/2023,09:50:00,10,21,53300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,20/4/2023,09:23:00,6,20,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,26/4/2023,09:08:00,2,21,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,2/5/2023,08:06:00,6,21,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/5/2023,08:35:00,24,,,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,19/5/2023,08:04:00,9,18,53100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,24/5/2023,08:18:00,10,17,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,31/5/2023,09:19:00,2,17,54600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,6/6/2023,10:42:00,19,18,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/6/2023,09:41:00,5,17,54100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,19/6/2023,10:28:00,4,15,53700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,26/6/2023,09:52:00,1,15,53000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/7/2023,10:26:00,30,17,,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,10/7/2023,09:47:00,4,15,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,14/7/2023,10:03:00,0,16,53300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,20/7/2023,08:03:00,28,15,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,26/7/2023,07:51:00,3,15,53900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,1/8/2023,09:58:00,1,16,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,7/8/2023,10:29:00,160,16,53200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/8/2023,08:35:00,0,15,54500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,17/8/2023,08:10:00,48,16,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,23/8/2023,09:52:00,4,16,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,29/8/2023,09:49:00,11,18,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,4/9/2023,10:45:00,1,18,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,8/9/2023,08:52:00,0,16,53500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/9/2023,09:38:00,0,18,51500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/9/2023,09:46:00,2,18,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/9/2023,08:55:00,11,19,,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/10/2023,09:41:00,1,19,52000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,9/10/2023,09:53:00,0,18,52400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,13/10/2023,08:05:00,35,17,53500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,19/10/2023,09:38:00,0,19,54300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,25/10/2023,09:50:00,0,20,54200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,1/11/2023,09:31:00,42,18,53800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,7/11/2023,09:53:00,14,20,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,13/11/2023,09:31:00,100,21,53400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,20/11/2023,10:15:00,30,21,53700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,24/11/2023,09:41:00,51,21,52000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,30/11/2023,10:00:00,0,20,53300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/12/2023,09:19:00,8,23,53300,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/12/2023,10:04:00,42,23,53700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/12/2023,12:10:00,25,24,54900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/12/2023,09:18:00,150,19,52200,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,28/12/2023,09:21:00,160,22,52500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,3/1/2024,09:58:00,21,22,53600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,8/1/2024,09:27:00,8,22,53800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,12/1/2024,09:56:00,44,24,53500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,18/1/2024,11:06:00,40,24,53800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,24/1/2024,09:42:00,0,23,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,31/1/2024,09:15:00,2,23,53100,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,6/2/2024,09:27:00,2800,22,49400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,12/2/2024,10:10:00,440,23,54400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,16/2/2024,09:38:00,700,22,52700,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,28/2/2024,09:30:00,230,23,52900,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,5/3/2024,08:57:00,35,22,53500,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,11/3/2024,09:48:00,15,24,53400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,15/3/2024,08:56:00,11,22,53400,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,21/3/2024,11:00:00,5,22,52800,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,27/3/2024,10:10:00,44,22,,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,4/4/2024,10:22:00,100,20,54000,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,8/4/2024,10:46:00,42,21,51600,-33.96436,151.252247
Sydney City,Randwick City Council,Malabar Beach,12/4/2024,09:58:00,16,20,53100,-33.96436,151.252247